# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2018-06-30T00:00:00.0
# Date end (ISO 8601): 2019-06-14T00:00:00.0
# Latitude (positive North, ISO 19115): 36.6440
# Longitude (positive East, ISO 19115): 113.6419
# Altitude (m): 614.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2024-11-16
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;
TOA; Clear_sky_GHI;Clear_sky_BHI;Clear_sky_DHI;Clear_sky_BNI;GHI;BHI;DHI;BNI;Reliability
2019-05-14T13:30:00.0/2019-05-14T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T13:45:00.0/2019-05-14T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T14:00:00.0/2019-05-14T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T14:15:00.0/2019-05-14T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T14:30:00.0/2019-05-14T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T14:45:00.0/2019-05-14T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T15:00:00.0/2019-05-14T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T15:15:00.0/2019-05-14T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T15:30:00.0/2019-05-14T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T15:45:00.0/2019-05-14T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T16:00:00.0/2019-05-14T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T16:15:00.0/2019-05-14T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T16:30:00.0/2019-05-14T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T16:45:00.0/2019-05-14T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T17:00:00.0/2019-05-14T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T17:15:00.0/2019-05-14T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T17:30:00.0/2019-05-14T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T17:45:00.0/2019-05-14T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T18:00:00.0/2019-05-14T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T18:15:00.0/2019-05-14T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T18:30:00.0/2019-05-14T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T18:45:00.0/2019-05-14T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T19:00:00.0/2019-05-14T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T19:15:00.0/2019-05-14T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T19:30:00.0/2019-05-14T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T19:45:00.0/2019-05-14T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T20:00:00.0/2019-05-14T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T20:15:00.0/2019-05-14T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T20:30:00.0/2019-05-14T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T20:45:00.0/2019-05-14T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T21:00:00.0/2019-05-14T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T21:15:00.0/2019-05-14T21:30:00.0;1.5402;0.2971;0.0045;0.2926;0.0000;0.2971;0.0045;0.2926;0.0000;0.8000
2019-05-14T21:30:00.0/2019-05-14T21:45:00.0;15.1977;3.6598;0.2490;3.4108;4.8292;3.6598;0.2490;3.4108;4.8292;0.5000
2019-05-14T21:45:00.0/2019-05-14T22:00:00.0;31.5660;9.3876;1.3356;8.0520;13.6456;9.3876;1.3356;8.0520;13.6456;0.9667
2019-05-14T22:00:00.0/2019-05-14T22:15:00.0;48.0720;17.0419;3.7862;13.2557;25.8665;17.0419;3.7862;13.2557;25.8665;1.0000
2019-05-14T22:15:00.0/2019-05-14T22:30:00.0;64.6451;26.4256;7.8523;18.5733;40.1723;26.4256;7.8523;18.5733;40.1723;1.0000
2019-05-14T22:30:00.0/2019-05-14T22:45:00.0;81.2144;37.2268;13.5265;23.7003;55.2611;37.2268;13.5265;23.7003;55.2611;1.0000
2019-05-14T22:45:00.0/2019-05-14T23:00:00.0;97.7090;49.1031;20.6430;28.4601;70.2180;49.1031;20.6430;28.4601;70.2180;1.0000
2019-05-14T23:00:00.0/2019-05-14T23:15:00.0;114.0582;61.7307;28.9634;32.7673;84.4812;61.7307;28.9634;32.7673;84.4812;1.0000
2019-05-14T23:15:00.0/2019-05-14T23:30:00.0;130.1920;74.8296;38.2360;36.5936;97.7654;74.8296;38.2360;36.5936;97.7654;1.0000
2019-05-14T23:30:00.0/2019-05-14T23:45:00.0;146.0416;88.1691;48.2260;39.9432;109.9683;88.1691;48.2260;39.9432;109.9683;1.0000
2019-05-14T23:45:00.0/2019-05-15T00:00:00.0;161.5389;101.5624;58.7254;42.8370;121.0939;101.5624;58.7254;42.8370;121.0939;1.0000
2019-05-15T00:00:00.0/2019-05-15T00:15:00.0;176.6179;114.4185;68.6045;45.8140;129.4335;114.4185;68.6045;45.8140;129.4335;1.0000
2019-05-15T00:15:00.0/2019-05-15T00:30:00.0;191.2137;126.5879;77.5279;49.0600;135.1150;126.5879;77.5279;49.0600;135.1150;1.0000
2019-05-15T00:30:00.0/2019-05-15T00:45:00.0;205.2639;138.4013;86.2460;52.1552;140.0287;138.4013;86.2460;52.1552;140.0287;1.0000
2019-05-15T00:45:00.0/2019-05-15T01:00:00.0;218.7086;149.7772;94.6713;55.1059;144.2652;149.7772;94.6713;55.1059;144.2652;1.0000
2019-05-15T01:00:00.0/2019-05-15T01:15:00.0;231.4901;160.6419;102.7251;57.9169;147.8996;160.6419;102.7251;57.9169;147.8996;1.0000
2019-05-15T01:15:00.0/2019-05-15T01:30:00.0;243.5537;170.9277;110.3362;60.5915;150.9928;170.9277;110.3362;60.5915;150.9928;1.0000
2019-05-15T01:30:00.0/2019-05-15T01:45:00.0;254.8479;180.5729;117.4403;63.1326;153.5948;180.5729;117.4403;63.1326;153.5948;1.0000
2019-05-15T01:45:00.0/2019-05-15T02:00:00.0;265.3243;189.5207;123.9788;65.5418;155.7458;189.5207;123.9788;65.5418;155.7458;1.0000
2019-05-15T02:00:00.0/2019-05-15T02:15:00.0;274.9381;197.7197;129.8994;67.8203;157.4787;197.7197;129.8994;67.8203;157.4787;1.0000
2019-05-15T02:15:00.0/2019-05-15T02:30:00.0;283.6483;205.1238;135.1557;69.9681;158.8205;205.1238;135.1557;69.9681;158.8205;1.0000
2019-05-15T02:30:00.0/2019-05-15T02:45:00.0;291.4175;211.6985;139.8030;71.8955;159.9016;211.6985;139.8030;71.8955;159.9016;0.7000
2019-05-15T02:45:00.0/2019-05-15T03:00:00.0;298.2125;217.4173;143.9785;73.4388;160.9254;217.4173;143.9785;73.4388;160.9254;0.9667
2019-05-15T03:00:00.0/2019-05-15T03:15:00.0;304.0044;221.9842;146.8208;75.1635;160.9777;221.9842;146.8208;75.1635;160.9777;1.0000
2019-05-15T03:15:00.0/2019-05-15T03:30:00.0;308.7684;225.3715;148.2673;77.1042;160.0550;225.3715;148.2673;77.1042;160.0550;1.0000
2019-05-15T03:30:00.0/2019-05-15T03:45:00.0;312.4841;227.8057;148.8793;78.9265;158.8039;227.8057;148.8793;78.9265;158.8039;1.0000
2019-05-15T03:45:00.0/2019-05-15T04:00:00.0;315.1357;229.2716;148.6575;80.6141;157.2322;229.2716;148.6575;80.6141;157.2322;1.0000
2019-05-15T04:00:00.0/2019-05-15T04:15:00.0;316.7120;229.7581;147.6081;82.1501;155.3442;229.7581;147.6081;82.1501;155.3442;1.0000
2019-05-15T04:15:00.0/2019-05-15T04:30:00.0;317.2061;229.2592;145.7428;83.5164;153.1409;229.2592;145.7428;83.5164;153.1409;1.0000
2019-05-15T04:30:00.0/2019-05-15T04:45:00.0;316.6162;227.7737;143.0794;84.6944;150.6210;226.4857;139.2381;87.2476;146.5736;1.0000
2019-05-15T04:45:00.0/2019-05-15T05:00:00.0;314.9449;225.3058;139.6416;85.6641;147.7805;205.8694;96.4020;109.4674;101.9665;1.0000
2019-05-15T05:00:00.0/2019-05-15T05:15:00.0;312.1992;221.8646;135.4595;86.4051;144.6134;116.3239;14.5550;101.7689;15.5015;1.0000
2019-05-15T05:15:00.0/2019-05-15T05:30:00.0;308.3911;217.4886;130.5709;86.9177;141.1136;89.9009;4.9077;84.9933;5.3217;1.0000
2019-05-15T05:30:00.0/2019-05-15T05:45:00.0;303.5370;212.2135;125.0183;87.1952;137.2708;154.3432;37.0569;117.2863;40.7697;1.0000
2019-05-15T05:45:00.0/2019-05-15T06:00:00.0;297.6577;206.0268;118.8475;87.1793;133.0699;183.4012;66.7431;116.6580;74.7494;0.8667
2019-05-15T06:00:00.0/2019-05-15T06:15:00.0;290.7786;199.2024;112.7051;86.4974;129.1776;176.8396;62.5075;114.3321;71.6357;0.8000
2019-05-15T06:15:00.0/2019-05-15T06:30:00.0;282.9290;191.7735;106.6139;85.1596;125.5833;171.5250;61.9452;109.5798;72.9976;1.0000
2019-05-15T06:30:00.0/2019-05-15T06:45:00.0;274.1428;183.5365;100.0242;83.5123;121.5938;168.8424;66.9019;101.9405;81.3408;1.0000
2019-05-15T06:45:00.0/2019-05-15T07:00:00.0;264.4576;174.5405;93.0012;81.5393;117.1928;160.5306;63.1953;97.3353;79.5808;1.0000
2019-05-15T07:00:00.0/2019-05-15T07:15:00.0;253.9151;164.8423;85.6180;79.2243;112.3639;142.7415;44.2626;98.4789;58.0661;1.0000
2019-05-15T07:15:00.0/2019-05-15T07:30:00.0;242.5603;154.5069;77.9552;76.5517;107.0910;132.3284;38.8494;93.4790;53.3524;1.0000
2019-05-15T07:30:00.0/2019-05-15T07:45:00.0;230.4420;143.6082;70.1018;73.5064;101.3601;127.6829;42.6399;85.0430;61.8199;1.0000
2019-05-15T07:45:00.0/2019-05-15T08:00:00.0;217.6123;132.2301;62.1546;70.0755;95.1600;130.7504;59.5291;71.2213;91.2238;1.0000
2019-05-15T08:00:00.0/2019-05-15T08:15:00.0;204.1260;120.4671;54.2188;66.2483;88.4851;120.4671;54.2188;66.2483;88.4851;1.0000
2019-05-15T08:15:00.0/2019-05-15T08:30:00.0;190.0410;108.4256;46.4074;62.0182;81.3390;103.4695;40.0023;63.4673;69.8393;1.0000
2019-05-15T08:30:00.0/2019-05-15T08:45:00.0;175.4178;96.2263;38.8414;57.3849;73.7396;87.6936;28.1146;59.5789;53.7013;1.0000
2019-05-15T08:45:00.0/2019-05-15T09:00:00.0;160.3189;84.0066;31.6485;52.3581;65.7264;76.9872;23.2935;53.6937;48.4433;1.0000
2019-05-15T09:00:00.0/2019-05-15T09:15:00.0;144.8091;72.1342;25.2637;46.8705;58.0792;67.0240;19.8851;47.1389;45.4982;1.0000
2019-05-15T09:15:00.0/2019-05-15T09:30:00.0;128.9549;60.7295;19.6732;41.0563;50.7657;59.5401;18.4681;41.0720;47.7838;1.0000
2019-05-15T09:30:00.0/2019-05-15T09:45:00.0;112.8242;49.7369;14.6242;35.1127;43.1046;49.7369;14.6242;35.1127;43.1046;1.0000
2019-05-15T09:45:00.0/2019-05-15T10:00:00.0;96.4861;39.3527;10.2323;29.1204;35.2306;39.3527;10.2323;29.1204;35.2306;1.0000
2019-05-15T10:00:00.0/2019-05-15T10:15:00.0;80.0107;29.7798;6.5974;23.1823;27.3460;29.7798;6.5974;23.1823;27.3460;1.0000
2019-05-15T10:15:00.0/2019-05-15T10:30:00.0;63.4685;21.2113;3.7884;17.4229;19.7325;21.2113;3.7884;17.4229;19.7325;1.0000
2019-05-15T10:30:00.0/2019-05-15T10:45:00.0;46.9305;13.8091;1.8217;11.9874;12.7447;13.8091;1.8217;11.9874;12.7447;1.0000
2019-05-15T10:45:00.0/2019-05-15T11:00:00.0;30.4673;7.6897;0.6403;7.0495;6.7634;7.6897;0.6403;7.0495;6.7634;0.5333
2019-05-15T11:00:00.0/2019-05-15T11:15:00.0;14.1497;2.9484;0.1049;2.8435;2.0715;2.9484;0.1049;2.8435;2.0715;0.5000
2019-05-15T11:15:00.0/2019-05-15T11:30:00.0;1.1256;0.1896;0.0004;0.1893;0.0000;0.1896;0.0004;0.1893;0.0000;0.8000
2019-05-15T11:30:00.0/2019-05-15T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T11:45:00.0/2019-05-15T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T12:00:00.0/2019-05-15T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T12:15:00.0/2019-05-15T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T12:30:00.0/2019-05-15T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T12:45:00.0/2019-05-15T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T13:00:00.0/2019-05-15T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T13:15:00.0/2019-05-15T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T13:30:00.0/2019-05-15T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T13:45:00.0/2019-05-15T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T14:00:00.0/2019-05-15T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T14:15:00.0/2019-05-15T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T14:30:00.0/2019-05-15T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T14:45:00.0/2019-05-15T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T15:00:00.0/2019-05-15T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T15:15:00.0/2019-05-15T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T15:30:00.0/2019-05-15T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T15:45:00.0/2019-05-15T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T16:00:00.0/2019-05-15T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T16:15:00.0/2019-05-15T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T16:30:00.0/2019-05-15T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T16:45:00.0/2019-05-15T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T17:00:00.0/2019-05-15T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T17:15:00.0/2019-05-15T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T17:30:00.0/2019-05-15T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T17:45:00.0/2019-05-15T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T18:00:00.0/2019-05-15T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T18:15:00.0/2019-05-15T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T18:30:00.0/2019-05-15T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T18:45:00.0/2019-05-15T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T19:00:00.0/2019-05-15T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T19:15:00.0/2019-05-15T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T19:30:00.0/2019-05-15T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T19:45:00.0/2019-05-15T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T20:00:00.0/2019-05-15T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T20:15:00.0/2019-05-15T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T20:30:00.0/2019-05-15T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T20:45:00.0/2019-05-15T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T21:00:00.0/2019-05-15T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-15T21:15:00.0/2019-05-15T21:30:00.0;1.9441;0.3596;0.0043;0.3553;0.0660;0.3596;0.0043;0.3553;0.0660;0.7667
2019-05-15T21:30:00.0/2019-05-15T21:45:00.0;16.0273;3.6420;0.1144;3.5277;2.1577;3.6420;0.1144;3.5277;2.1577;0.5000
2019-05-15T21:45:00.0/2019-05-15T22:00:00.0;32.3649;8.8595;0.5829;8.2766;5.7944;8.8595;0.5829;8.2766;5.7944;0.9667
2019-05-15T22:00:00.0/2019-05-15T22:15:00.0;48.8400;15.6662;1.8028;13.8633;12.0864;15.6662;1.8028;13.8633;12.0864;1.0000
2019-05-15T22:15:00.0/2019-05-15T22:30:00.0;65.3822;24.0222;4.0977;19.9245;20.6817;23.2173;3.7685;19.4488;19.1284;1.0000
2019-05-15T22:30:00.0/2019-05-15T22:45:00.0;81.9206;33.7844;7.6287;26.1557;30.8480;32.1842;6.8854;25.2989;27.6787;1.0000
2019-05-15T22:45:00.0/2019-05-15T23:00:00.0;98.3844;44.7266;12.4045;32.3221;41.8533;44.7266;12.4045;32.3221;41.8533;1.0000
2019-05-15T23:00:00.0/2019-05-15T23:15:00.0;114.7032;56.5834;18.3268;38.2566;53.1028;56.5834;18.3268;38.2566;53.1028;1.0000
2019-05-15T23:15:00.0/2019-05-15T23:30:00.0;130.8071;69.0879;25.2346;43.8534;64.1655;69.0879;25.2346;43.8534;64.1655;1.0000
2019-05-15T23:30:00.0/2019-05-15T23:45:00.0;146.6272;81.9967;32.9428;49.0539;74.7646;81.9967;32.9428;49.0539;74.7646;1.0000
2019-05-15T23:45:00.0/2019-05-16T00:00:00.0;162.0959;95.1003;41.2688;53.8314;84.7507;95.1003;41.2688;53.8314;84.7507;1.0000
2019-05-16T00:00:00.0/2019-05-16T00:15:00.0;177.1470;107.9212;49.7039;58.2173;93.4302;107.9212;49.7039;58.2173;93.4302;1.0000
2019-05-16T00:15:00.0/2019-05-16T00:30:00.0;191.7159;120.2657;57.9763;62.2894;100.7131;120.2657;57.9763;62.2894;100.7131;1.0000
2019-05-16T00:30:00.0/2019-05-16T00:45:00.0;205.7403;132.3041;66.2488;66.0553;107.2498;131.8534;65.4133;66.4401;105.9334;1.0000
2019-05-16T00:45:00.0/2019-05-16T01:00:00.0;219.1603;143.9408;74.4105;69.5303;113.0949;136.2138;60.1621;76.0517;91.4257;1.0000
2019-05-16T01:00:00.0/2019-05-16T01:15:00.0;231.9184;155.0876;82.3563;72.7313;118.2922;153.3716;79.6461;73.7255;114.3458;1.0000
2019-05-16T01:15:00.0/2019-05-16T01:30:00.0;243.9599;165.6671;89.9956;75.6715;122.8897;165.6671;89.9956;75.6715;122.8897;1.0000
2019-05-16T01:30:00.0/2019-05-16T01:45:00.0;255.2335;175.6094;97.2466;78.3628;126.9296;175.6094;97.2466;78.3628;126.9296;1.0000
2019-05-16T01:45:00.0/2019-05-16T02:00:00.0;265.6909;184.8516;104.0359;80.8157;130.4496;184.8516;104.0359;80.8157;130.4496;1.0000
2019-05-16T02:00:00.0/2019-05-16T02:15:00.0;275.2874;193.3380;110.2988;83.0392;133.4837;192.8562;109.0710;83.7851;132.0180;1.0000
2019-05-16T02:15:00.0/2019-05-16T02:30:00.0;283.9819;201.0195;115.9788;85.0407;136.0622;192.9848;95.0671;97.9177;111.5306;1.0000
2019-05-16T02:30:00.0/2019-05-16T02:45:00.0;291.7372;207.8538;121.0275;86.8263;138.2119;202.6742;106.1605;96.5137;121.2510;0.7000
2019-05-16T02:45:00.0/2019-05-16T03:00:00.0;298.5202;213.8040;125.4033;88.4007;139.9560;203.8872;98.2826;105.6046;109.7296;0.9667
2019-05-16T03:00:00.0/2019-05-16T03:15:00.0;304.3019;218.5844;128.6695;89.9148;140.8745;210.6884;108.2542;102.4342;118.4519;1.0000
2019-05-16T03:15:00.0/2019-05-16T03:30:00.0;309.0577;222.1679;130.7768;91.3911;140.9784;211.5208;102.9629;108.5578;110.9778;1.0000
2019-05-16T03:30:00.0/2019-05-16T03:45:00.0;312.7671;224.7885;132.1019;92.6866;140.7176;224.6850;131.8319;92.8531;140.4286;1.0000
2019-05-16T03:45:00.0/2019-05-16T04:00:00.0;315.4145;226.4311;132.6380;93.7931;140.1024;222.8920;122.9149;99.9771;129.8527;1.0000
2019-05-16T04:00:00.0/2019-05-16T04:15:00.0;316.9884;227.0856;132.3843;94.7013;139.1393;203.3118;75.7188;127.5930;79.5934;1.0000
2019-05-16T04:15:00.0/2019-05-16T04:30:00.0;317.4823;226.7468;131.3459;95.4009;137.8322;208.2819;84.7783;123.5036;88.9654;1.0000
2019-05-16T04:30:00.0/2019-05-16T04:45:00.0;316.8942;225.4147;129.5343;95.8804;136.1823;220.6080;116.3797;104.2283;122.3564;1.0000
2019-05-16T04:45:00.0/2019-05-16T05:00:00.0;315.2266;223.0950;126.9675;96.1275;134.1885;192.1465;62.7476;129.3989;66.2821;1.0000
2019-05-16T05:00:00.0/2019-05-16T05:15:00.0;312.4867;219.7988;123.6698;96.1290;131.8476;186.9191;55.7394;131.1798;59.4607;1.0000
