# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2018-06-30T00:00:00.0
# Date end (ISO 8601): 2019-06-14T00:00:00.0
# Latitude (positive North, ISO 19115): 36.6440
# Longitude (positive East, ISO 19115): 113.6419
# Altitude (m): 614.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2024-11-16
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;
TOA; Clear_sky_GHI;Clear_sky_BHI;Clear_sky_DHI;Clear_sky_BNI;GHI;BHI;DHI;BNI;Reliability
2018-07-01T08:00:00.0/2018-07-01T08:15:00.0;217.9981;144.6862;85.2570;59.4292;128.7583;144.6862;85.2570;59.4292;128.7583;1.0000
2018-07-01T08:15:00.0/2018-07-01T08:30:00.0;204.7476;133.0929;76.3703;56.7226;122.7936;129.4179;69.2684;60.1495;111.1342;1.0000
2018-07-01T08:30:00.0/2018-07-01T08:45:00.0;190.9505;121.1556;67.4176;53.7380;116.2213;102.3179;33.8212;68.4967;58.1185;1.0000
2018-07-01T08:45:00.0/2018-07-01T09:00:00.0;176.6659;108.9668;58.5028;50.4641;108.9952;84.8194;20.0228;64.7967;37.1681;1.0000
2018-07-01T09:00:00.0/2018-07-01T09:15:00.0;161.9550;96.6616;49.7918;46.8698;101.1782;47.1521;4.6162;42.5359;9.1889;1.0000
2018-07-01T09:15:00.0/2018-07-01T09:30:00.0;146.8807;84.3528;41.3893;42.9636;92.7157;40.6093;1.4314;39.1778;3.2073;1.0000
2018-07-01T09:30:00.0/2018-07-01T09:45:00.0;131.5075;72.1418;33.3684;38.7734;83.4602;32.3059;0.3724;31.9335;0.9186;1.0000
2018-07-01T09:45:00.0/2018-07-01T10:00:00.0;115.9013;60.1854;25.8781;34.3073;73.4064;32.4153;1.8002;30.6151;5.2944;1.0000
2018-07-01T10:00:00.0/2018-07-01T10:15:00.0;100.1289;48.6664;19.0796;29.5867;62.6009;24.3948;2.2669;22.1279;7.1765;1.0000
2018-07-01T10:15:00.0/2018-07-01T10:30:00.0;84.2577;37.7942;13.1411;24.6532;51.1747;13.8078;0.0012;13.8067;0.0046;1.0000
2018-07-01T10:30:00.0/2018-07-01T10:45:00.0;68.3557;27.8010;8.2234;19.5777;39.3860;19.0380;3.9876;15.0504;19.8944;1.0000
2018-07-01T10:45:00.0/2018-07-01T11:00:00.0;52.4910;18.9302;4.4566;14.4737;27.6698;12.2786;1.0749;11.2037;6.4676;1.0000
2018-07-01T11:00:00.0/2018-07-01T11:15:00.0;36.7315;11.4173;1.9026;9.5147;16.6901;6.1806;0.3607;5.8199;2.9129;1.0000
2018-07-01T11:15:00.0/2018-07-01T11:30:00.0;21.1446;5.4664;0.5084;4.9579;7.4225;1.2009;0.0000;1.2009;0.0000;0.5333
2018-07-01T11:30:00.0/2018-07-01T11:45:00.0;5.9006;1.2321;0.0349;1.1972;1.0275;0.2707;0.0000;0.2707;0.0000;0.5333
2018-07-01T11:45:00.0/2018-07-01T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T12:00:00.0/2018-07-01T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T12:15:00.0/2018-07-01T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T12:30:00.0/2018-07-01T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T12:45:00.0/2018-07-01T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T13:00:00.0/2018-07-01T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T13:15:00.0/2018-07-01T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T13:30:00.0/2018-07-01T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T13:45:00.0/2018-07-01T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T14:00:00.0/2018-07-01T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T14:15:00.0/2018-07-01T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T14:30:00.0/2018-07-01T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T14:45:00.0/2018-07-01T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T15:00:00.0/2018-07-01T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T15:15:00.0/2018-07-01T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T15:30:00.0/2018-07-01T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T15:45:00.0/2018-07-01T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T16:00:00.0/2018-07-01T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T16:15:00.0/2018-07-01T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T16:30:00.0/2018-07-01T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T16:45:00.0/2018-07-01T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T17:00:00.0/2018-07-01T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T17:15:00.0/2018-07-01T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T17:30:00.0/2018-07-01T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T17:45:00.0/2018-07-01T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T18:00:00.0/2018-07-01T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T18:15:00.0/2018-07-01T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T18:30:00.0/2018-07-01T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T18:45:00.0/2018-07-01T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T19:00:00.0/2018-07-01T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T19:15:00.0/2018-07-01T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T19:30:00.0/2018-07-01T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T19:45:00.0/2018-07-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T20:00:00.0/2018-07-01T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T20:15:00.0/2018-07-01T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T20:30:00.0/2018-07-01T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T20:45:00.0/2018-07-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T21:00:00.0/2018-07-01T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-01T21:15:00.0/2018-07-01T21:30:00.0;7.0562;1.4510;0.0320;1.4190;0.8790;0.1864;0.0000;0.1864;0.0000;0.5333
2018-07-01T21:30:00.0/2018-07-01T21:45:00.0;22.4234;5.6434;0.4272;5.2162;5.9070;0.7251;0.0000;0.7251;0.0000;0.5000
2018-07-01T21:45:00.0/2018-07-01T22:00:00.0;38.0267;11.3268;1.5412;9.7856;13.0766;3.6098;0.0530;3.5568;0.4058;0.9667
2018-07-01T22:00:00.0/2018-07-01T22:15:00.0;53.7970;18.3308;3.5040;14.8268;21.2430;13.2705;0.2299;13.0406;1.4201;1.0000
2018-07-01T22:15:00.0/2018-07-01T22:30:00.0;69.6667;26.4642;6.3011;20.1631;29.6251;18.4072;0.7685;17.6387;3.6618;1.0000
2018-07-01T22:30:00.0/2018-07-01T22:45:00.0;85.5679;35.5324;9.8440;25.6883;37.7603;22.3110;0.7350;21.5760;2.7494;1.0000
2018-07-01T22:45:00.0/2018-07-01T23:00:00.0;101.4326;45.3445;14.0123;31.3321;45.3943;27.1119;4.0159;23.0960;12.5092;1.0000
2018-07-01T23:00:00.0/2018-07-01T23:15:00.0;117.1928;55.7195;18.6786;37.0408;52.4090;50.1909;13.0847;37.1062;37.0106;1.0000
2018-07-01T23:15:00.0/2018-07-01T23:30:00.0;132.7810;66.4904;23.7208;42.7696;58.7680;60.8376;17.7309;43.1067;44.1248;1.0000
2018-07-01T23:30:00.0/2018-07-01T23:45:00.0;148.1304;77.5063;29.0265;48.4798;64.4792;58.3162;8.4275;49.8886;18.6888;1.0000
2018-07-01T23:45:00.0/2018-07-02T00:00:00.0;163.1754;88.6321;34.4933;54.1389;69.5717;79.7016;24.4864;55.2153;49.5073;1.0000
2018-07-02T00:00:00.0/2018-07-02T00:15:00.0;177.8515;100.0408;40.5762;59.4646;75.0843;68.1488;6.8546;61.2942;12.7945;1.0000
2018-07-02T00:15:00.0/2018-07-02T00:30:00.0;192.0960;111.6512;47.3369;64.3144;81.1100;78.2136;8.8999;69.3137;15.2157;1.0000
2018-07-02T00:30:00.0/2018-07-02T00:45:00.0;205.8476;123.0735;54.2042;68.8693;86.6809;87.7372;10.9703;76.7668;17.5489;1.0000
2018-07-02T00:45:00.0/2018-07-02T01:00:00.0;219.0476;134.2054;61.0823;73.1231;91.8007;92.6953;10.2480;82.4474;15.4055;1.0000
2018-07-02T01:00:00.0/2018-07-02T01:15:00.0;231.6394;144.9550;67.8810;77.0740;96.4786;102.4313;12.8048;89.6265;18.1921;1.0000
2018-07-02T01:15:00.0/2018-07-02T01:30:00.0;243.5691;155.2395;74.5168;80.7227;100.7273;99.0576;9.5541;89.5035;12.9505;1.0000
2018-07-02T01:30:00.0/2018-07-02T01:45:00.0;254.7855;164.9848;80.9125;84.0724;104.5615;85.7273;5.9527;79.7746;7.6995;1.0000
2018-07-02T01:45:00.0/2018-07-02T02:00:00.0;265.2407;174.1245;86.9972;87.1274;107.9963;79.4369;3.4669;75.9700;4.3003;1.0000
2018-07-02T02:00:00.0/2018-07-02T02:15:00.0;274.8898;182.5996;92.7064;89.8932;111.0466;100.3821;9.1320;91.2501;10.9154;1.0000
2018-07-02T02:15:00.0/2018-07-02T02:30:00.0;283.6915;190.3580;97.9819;92.3761;113.7266;126.5887;13.8691;112.7196;16.0930;1.0000
2018-07-02T02:30:00.0/2018-07-02T02:45:00.0;291.6081;197.3541;102.7717;94.5824;116.0495;126.6373;13.7638;112.8735;15.5499;0.7000
2018-07-02T02:45:00.0/2018-07-02T03:00:00.0;298.6056;203.5483;107.0298;96.5185;118.0271;114.8390;11.7103;103.1287;12.9143;0.9667
2018-07-02T03:00:00.0/2018-07-02T03:15:00.0;304.6541;208.8531;110.5347;98.3183;119.4739;124.1743;15.4965;108.6778;16.7377;1.0000
2018-07-02T03:15:00.0/2018-07-02T03:30:00.0;309.7277;213.2396;113.2457;99.9939;120.3997;147.3130;22.6444;124.6686;24.0809;1.0000
2018-07-02T03:30:00.0/2018-07-02T03:45:00.0;313.8045;216.7373;115.3155;101.4218;121.0082;135.8729;20.6380;115.2349;21.6480;1.0000
2018-07-02T03:45:00.0/2018-07-02T04:00:00.0;316.8672;219.3268;116.7258;102.6010;121.3045;132.5015;18.0890;114.4125;18.7981;1.0000
2018-07-02T04:00:00.0/2018-07-02T04:15:00.0;318.9025;220.9935;117.4637;103.5297;121.2924;130.7335;16.8402;113.8933;17.3945;1.0000
2018-07-02T04:15:00.0/2018-07-02T04:30:00.0;319.9017;221.7274;117.5225;104.2049;120.9740;136.1604;34.2880;101.8724;35.2839;1.0000
2018-07-02T04:30:00.0/2018-07-02T04:45:00.0;319.8606;221.5238;116.9013;104.6225;120.3499;159.7188;54.6194;105.0994;56.2122;1.0000
2018-07-02T04:45:00.0/2018-07-02T05:00:00.0;318.7794;220.3830;115.6053;104.7777;119.4190;154.5172;26.0531;128.4642;26.9122;1.0000
2018-07-02T05:00:00.0/2018-07-02T05:15:00.0;316.6624;218.3102;113.6456;104.6645;118.1789;144.7830;18.7483;126.0347;19.4997;1.0000
2018-07-02T05:15:00.0/2018-07-02T05:30:00.0;313.5189;215.3158;111.0396;104.2763;116.6258;150.1638;24.0297;126.1341;25.2212;1.0000
2018-07-02T05:30:00.0/2018-07-02T05:45:00.0;309.3624;211.4152;107.8104;103.6049;114.7545;147.7513;32.4938;115.2575;34.6610;1.0000
2018-07-02T05:45:00.0/2018-07-02T06:00:00.0;304.2104;206.6284;103.9875;102.6409;112.5587;145.4102;30.0961;115.3141;32.5263;0.6667
2018-07-02T06:00:00.0/2018-07-02T06:15:00.0;298.0852;201.0610;99.8611;101.2000;110.3128;95.4399;6.5224;88.9175;7.1849;1.0000
2018-07-02T06:15:00.0/2018-07-02T06:30:00.0;291.0129;194.7419;95.4584;99.2835;108.0104;142.1922;33.3894;108.8027;37.9778;1.0000
2018-07-02T06:30:00.0/2018-07-02T06:45:00.0;283.0237;187.6249;90.5627;97.0621;105.3615;176.8812;72.8857;103.9955;84.6728;1.0000
2018-07-02T06:45:00.0/2018-07-02T07:00:00.0;274.1520;179.7505;85.2238;94.5267;102.3563;103.1138;13.6901;89.4237;16.3433;1.0000
2018-07-02T07:00:00.0/2018-07-02T07:15:00.0;264.4356;171.1657;79.4976;91.6681;98.9845;126.1773;27.8757;98.3017;34.8825;1.0000
2018-07-02T07:15:00.0/2018-07-02T07:30:00.0;253.9161;161.9242;73.4464;88.4778;95.2353;125.0984;30.6953;94.4031;39.6430;1.0000
2018-07-02T07:30:00.0/2018-07-02T07:45:00.0;242.6387;152.0871;67.1390;84.9482;91.0990;63.2384;1.4888;61.7496;2.0045;1.0000
2018-07-02T07:45:00.0/2018-07-02T08:00:00.0;230.6514;141.7236;60.6502;81.0735;86.5667;47.9931;0.5228;47.4702;0.7426;1.0000
2018-07-02T08:00:00.0/2018-07-02T08:15:00.0;218.0057;130.9113;54.0613;76.8500;81.6325;62.3300;10.7441;51.5858;16.3829;1.0000
2018-07-02T08:15:00.0/2018-07-02T08:30:00.0;204.7557;119.7372;47.4599;72.2773;76.2951;45.2867;2.6407;42.6460;4.1511;1.0000
2018-07-02T08:30:00.0/2018-07-02T08:45:00.0;190.9582;108.2983;40.9395;67.3588;70.5600;37.6779;0.2200;37.4579;0.3869;1.0000
2018-07-02T08:45:00.0/2018-07-02T09:00:00.0;176.6720;96.7033;34.5988;62.1045;64.4436;49.2819;1.9648;47.3171;3.6778;1.0000
2018-07-02T09:00:00.0/2018-07-02T09:15:00.0;161.9586;85.0130;28.4346;56.5784;57.7581;26.3844;0.9033;25.4811;1.7958;1.0000
2018-07-02T09:15:00.0/2018-07-02T09:30:00.0;146.8807;73.3758;22.5901;50.7857;50.5813;16.4651;0.0006;16.4645;0.0013;1.0000
2018-07-02T09:30:00.0/2018-07-02T09:45:00.0;131.5029;62.0286;17.3240;44.7046;43.3095;7.1758;0.0000;7.1758;0.0000;1.0000
2018-07-02T09:45:00.0/2018-07-02T10:00:00.0;115.8912;51.1635;12.7583;38.4052;36.1706;3.9811;0.0000;3.9811;0.0000;1.0000
2018-07-02T10:00:00.0/2018-07-02T10:15:00.0;100.1123;40.9378;8.8876;32.0503;29.1416;3.3694;0.0000;3.3694;0.0000;1.0000
2018-07-02T10:15:00.0/2018-07-02T10:30:00.0;84.2337;31.5318;5.7558;25.7760;22.3980;2.7547;0.0000;2.7547;0.0000;1.0000
2018-07-02T10:30:00.0/2018-07-02T10:45:00.0;68.3234;23.1075;3.3741;19.7334;16.1466;9.4007;0.2408;9.1599;1.2041;1.0000
2018-07-02T10:45:00.0/2018-07-02T11:00:00.0;52.4496;15.7870;1.7083;14.0787;10.5959;10.6287;0.1436;10.4852;0.8753;1.0000
2018-07-02T11:00:00.0/2018-07-02T11:15:00.0;36.6800;9.6400;0.6762;8.9638;5.9214;5.4756;0.0208;5.4547;0.1681;1.0000
2018-07-02T11:15:00.0/2018-07-02T11:30:00.0;21.0824;4.7008;0.1548;4.5460;2.2235;2.1167;0.0000;2.1167;0.0000;0.5333
2018-07-02T11:30:00.0/2018-07-02T11:45:00.0;5.8374;1.0724;0.0046;1.0678;0.1203;0.4829;0.0000;0.4829;0.0000;0.5333
2018-07-02T11:45:00.0/2018-07-02T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T12:00:00.0/2018-07-02T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T12:15:00.0/2018-07-02T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T12:30:00.0/2018-07-02T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T12:45:00.0/2018-07-02T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T13:00:00.0/2018-07-02T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T13:15:00.0/2018-07-02T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T13:30:00.0/2018-07-02T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T13:45:00.0/2018-07-02T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T14:00:00.0/2018-07-02T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T14:15:00.0/2018-07-02T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T14:30:00.0/2018-07-02T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T14:45:00.0/2018-07-02T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T15:00:00.0/2018-07-02T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T15:15:00.0/2018-07-02T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T15:30:00.0/2018-07-02T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T15:45:00.0/2018-07-02T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T16:00:00.0/2018-07-02T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T16:15:00.0/2018-07-02T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T16:30:00.0/2018-07-02T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T16:45:00.0/2018-07-02T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T17:00:00.0/2018-07-02T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T17:15:00.0/2018-07-02T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T17:30:00.0/2018-07-02T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T17:45:00.0/2018-07-02T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T18:00:00.0/2018-07-02T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T18:15:00.0/2018-07-02T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T18:30:00.0/2018-07-02T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T18:45:00.0/2018-07-02T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T19:00:00.0/2018-07-02T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T19:15:00.0/2018-07-02T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T19:30:00.0/2018-07-02T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T19:45:00.0/2018-07-02T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T20:00:00.0/2018-07-02T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T20:15:00.0/2018-07-02T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T20:30:00.0/2018-07-02T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T20:45:00.0/2018-07-02T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T21:00:00.0/2018-07-02T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2018-07-02T21:15:00.0/2018-07-02T21:30:00.0;6.6218;1.2990;0.0153;1.2838;0.4184;0.1716;0.0000;0.1716;0.0000;0.5333
2018-07-02T21:30:00.0/2018-07-02T21:45:00.0;21.9625;5.2646;0.2820;4.9826;3.9472;0.6954;0.0000;0.6954;0.0000;0.5000
2018-07-02T21:45:00.0/2018-07-02T22:00:00.0;37.5714;10.6647;1.1087;9.5561;9.5000;1.9584;0.0000;1.9584;0.0000;0.9667
2018-07-02T22:00:00.0/2018-07-02T22:15:00.0;53.3481;17.3872;2.6602;14.7270;16.2425;7.8230;0.0460;7.7769;0.2534;1.0000
2018-07-02T22:15:00.0/2018-07-02T22:30:00.0;69.2253;25.3243;5.0174;20.3069;23.7187;19.0808;1.2162;17.8645;5.7044;1.0000
2018-07-02T22:30:00.0/2018-07-02T22:45:00.0;85.1349;34.3340;8.1900;26.1440;31.5539;26.4105;2.2559;24.1546;8.6142;1.0000
2018-07-02T22:45:00.0/2018-07-02T23:00:00.0;101.0088;44.2429;12.1356;32.1074;39.4586;41.1753;9.5719;31.6034;30.8708;1.0000
2018-07-02T23:00:00.0/2018-07-02T23:15:00.0;116.7789;54.8621;16.7774;38.0847;47.2219;54.7564;16.6850;38.0714;46.9693;1.0000
2018-07-02T23:15:00.0/2018-07-02T23:30:00.0;132.3779;66.0024;22.0186;43.9838;54.6991;64.6266;20.7741;43.8525;51.5901;1.0000
2018-07-02T23:30:00.0/2018-07-02T23:45:00.0;147.7388;77.4855;27.7527;49.7328;61.7968;77.4709;27.7390;49.7319;61.7645;1.0000
